"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 11 10:46:15 UTC 2025","Fri Jul 11 10:46:15 UTC 2025","159","","com.restassuredapi.tests.todos.DeleteTodoTest","","com.restassuredapi.tests.todos.DeleteTodoTest","deleteTodo_withInvalidId_shouldReturn200Or404","delete todo with invalid id","/"
"passed","Fri Jul 11 10:46:20 UTC 2025","Fri Jul 11 10:46:20 UTC 2025","167","","com.restassuredapi.tests.comments.CreateCommentTest","","com.restassuredapi.tests.comments.CreateCommentTest","createComment_withEmptyPayload_shouldReturn400OrSimilar","create comments with empty payload","/"
"passed","Fri Jul 11 10:46:02 UTC 2025","Fri Jul 11 10:46:02 UTC 2025","178","","com.restassuredapi.tests.users.GetUsersTest","","com.restassuredapi.tests.users.GetUsersTest","getUserById_invalidPath_shouldReturn404","get user with invalid path","/"
"passed","Fri Jul 11 10:46:05 UTC 2025","Fri Jul 11 10:46:05 UTC 2025","176","","com.restassuredapi.tests.photos.UpdatePhotoTest","","com.restassuredapi.tests.photos.UpdatePhotoTest","updatePhoto_responseShouldMatchSchema","update photo response match with schema","/"
"passed","Fri Jul 11 10:46:16 UTC 2025","Fri Jul 11 10:46:16 UTC 2025","81","","com.restassuredapi.tests.todos.GetTodosTest","","com.restassuredapi.tests.todos.GetTodosTest","getTodoByValidId_shouldReturnTodo","get all todo by valid id","/"
"passed","Fri Jul 11 10:46:09 UTC 2025","Fri Jul 11 10:46:09 UTC 2025","182","","com.restassuredapi.tests.album.GetAlbumsTest","","com.restassuredapi.tests.album.GetAlbumsTest","getAlbumWithNegativeId_shouldReturn404","get albums with negative id","/"
"failed","Fri Jul 11 10:46:09 UTC 2025","Fri Jul 11 10:46:09 UTC 2025","170","","com.restassuredapi.tests.album.UpdateAlbumTest","","com.restassuredapi.tests.album.UpdateAlbumTest","updateAlbum_withInvalidId_shouldReturn404OrEmptyResponse","update albums with invalid id","/"
"failed","Fri Jul 11 10:46:18 UTC 2025","Fri Jul 11 10:46:18 UTC 2025","169","","com.restassuredapi.tests.comments.UpdateCommentTest","","com.restassuredapi.tests.comments.UpdateCommentTest","updateComment_withNonExistentId_shouldReturn200_butNotActuallyUpdateAnything","update comments with not existent id","/"
"passed","Fri Jul 11 10:46:16 UTC 2025","Fri Jul 11 10:46:16 UTC 2025","93","","com.restassuredapi.tests.todos.CreateTodoTest","","com.restassuredapi.tests.todos.CreateTodoTest","createTodo_withMalformedJson_shouldReturn400OrSimilar","create todo with malformed json","/"
"passed","Fri Jul 11 10:46:02 UTC 2025","Fri Jul 11 10:46:02 UTC 2025","214","","com.restassuredapi.tests.users.UpdateUserTest","","com.restassuredapi.tests.users.UpdateUserTest","updateUser_withValidData_shouldReturn200","update user with valid data returns 200","/"
"passed","Fri Jul 11 10:46:14 UTC 2025","Fri Jul 11 10:46:14 UTC 2025","160","","com.restassuredapi.tests.posts.CreatePostTest","","com.restassuredapi.tests.posts.CreatePostTest","createPost_shouldReturn201Status","create post [3] Post{userId=3, id=0, title='Edge case title', body=''}","/"
"passed","Fri Jul 11 10:46:13 UTC 2025","Fri Jul 11 10:46:13 UTC 2025","163","","com.restassuredapi.tests.posts.CreatePostTest","","com.restassuredapi.tests.posts.CreatePostTest","createPost_shouldReturn201Status","create post [1] Post{userId=1, id=0, title='First test post', body='This is the body of the first post'}","/"
"passed","Fri Jul 11 10:46:14 UTC 2025","Fri Jul 11 10:46:14 UTC 2025","157","","com.restassuredapi.tests.posts.CreatePostTest","","com.restassuredapi.tests.posts.CreatePostTest","createPost_shouldReturn201Status","create post [4] Post{userId=4, id=0, title='', body='Body without a title'}","/"
"passed","Fri Jul 11 10:46:02 UTC 2025","Fri Jul 11 10:46:02 UTC 2025","89","","com.restassuredapi.tests.users.GetUsersTest","","com.restassuredapi.tests.users.GetUsersTest","validateUserResponseSchema_shouldMatchJsonSchema","get user response schema","/"
"passed","Fri Jul 11 10:46:12 UTC 2025","Fri Jul 11 10:46:12 UTC 2025","108","","com.restassuredapi.tests.posts.CreatePostTest","","com.restassuredapi.tests.posts.CreatePostTest","createPost_shouldReturnCorrectFields","create post should return correct fields [2] Post{userId=2, id=0, title='Second test post', body='Another body content here'}","/"
"passed","Fri Jul 11 10:46:20 UTC 2025","Fri Jul 11 10:46:20 UTC 2025","176","","com.restassuredapi.tests.comments.CreateCommentTest","","com.restassuredapi.tests.comments.CreateCommentTest","createComment_withMissingFields_shouldReturn400OrSimilar","create comment with missing fields","/"
"passed","Fri Jul 11 10:46:18 UTC 2025","Fri Jul 11 10:46:18 UTC 2025","65","","com.restassuredapi.tests.comments.GetCommentsTest","","com.restassuredapi.tests.comments.GetCommentsTest","getSingleComment_shouldMatchJsonSchema","get single comment should match json","/"
"passed","Fri Jul 11 10:46:00 UTC 2025","Fri Jul 11 10:46:01 UTC 2025","1662","","com.restassuredapi.tests.users.GetUsersTest","","com.restassuredapi.tests.users.GetUsersTest","getAllUsers_shouldReturn200AndValidList","get all users","/"
"passed","Fri Jul 11 10:46:19 UTC 2025","Fri Jul 11 10:46:19 UTC 2025","66","","com.restassuredapi.tests.comments.GetCommentsTest","","com.restassuredapi.tests.comments.GetCommentsTest","getSingleComment_withInvalidId_shouldHandleGracefully","get single comments with valid id [2] 0","/"
"passed","Fri Jul 11 10:46:20 UTC 2025","Fri Jul 11 10:46:20 UTC 2025","177","","com.restassuredapi.tests.comments.CreateCommentTest","","com.restassuredapi.tests.comments.CreateCommentTest","createComment_withValidData_shouldMatchJsonSchema","create comment with valid data should match schema","/"
"passed","Fri Jul 11 10:46:19 UTC 2025","Fri Jul 11 10:46:19 UTC 2025","173","","com.restassuredapi.tests.comments.GetCommentsTest","","com.restassuredapi.tests.comments.GetCommentsTest","getComments_withUnusedPostId_shouldReturnEmptyArray","get comments with unused post id","/"
"failed","Fri Jul 11 10:46:14 UTC 2025","Fri Jul 11 10:46:14 UTC 2025","163","","com.restassuredapi.tests.posts.CreatePostTest","","com.restassuredapi.tests.posts.CreatePostTest","createPost_withEmptyPayload_shouldReturn400OrSimilar","create post with empty payload","/"
"passed","Fri Jul 11 10:46:14 UTC 2025","Fri Jul 11 10:46:14 UTC 2025","159","","com.restassuredapi.tests.posts.CreatePostTest","","com.restassuredapi.tests.posts.CreatePostTest","createPost_withMalformedJson_shouldReturn400OrSimilar","create post with malformed json","/"
"passed","Fri Jul 11 10:46:09 UTC 2025","Fri Jul 11 10:46:09 UTC 2025","73","","com.restassuredapi.tests.album.GetAlbumsTest","","com.restassuredapi.tests.album.GetAlbumsTest","getAlbumByZeroId_shouldReturn404OrEmptyResponse","get all albums","/"
